transaction_id,order_id,customer_id,payment_method,payment_status,amount,currency,transaction_timestamp,processor_response_code,gateway_fee,merchant_id,billing_country,risk_score
txn_000165,ord_630042,cust_22400,google_pay,failed,431.48,USD,2025-09-09 08:23:03,00,1.23,merch_2357,GW,23
txn_000166,ord_912181,cust_85092,google_pay,completed,292.29,USD,2025-09-09 21:01:14,05,3.18,merch_8347,IS,97
txn_000167,ord_863083,cust_11528,google_pay,failed,1074.28,USD,2025-09-03 14:49:47,51,1.73,merch_2285,TH,1
txn_000168,ord_750397,cust_55103,bank_transfer,failed,594.72,USD,2025-08-19 06:05:41,14,2.77,merch_4869,JP,89
txn_000169,ord_544425,cust_29685,apple_pay,pending,1336.12,USD,2025-09-08 16:16:06,00,2.1,merch_4162,NZ,76
txn_000170,ord_631362,cust_66961,paypal,refunded,1191.78,USD,2025-09-13 23:12:59,01,3.84,merch_3559,GE,39
txn_000171,ord_960901,cust_67438,paypal,completed,1197.74,USD,2025-09-05 17:38:58,61,3.77,merch_5099,ZM,38
txn_000172,ord_851846,cust_61823,debit_card,pending,203.93,USD,2025-09-15 05:34:40,05,0.84,merch_7841,AZ,1
txn_000173,ord_481556,cust_54912,apple_pay,completed,1619.63,USD,2025-08-23 18:06:48,61,2.89,merch_7920,KZ,57
txn_000174,ord_139347,cust_42833,paypal,failed,706.22,USD,2025-09-05 10:12:07,05,2.5,merch_9176,LS,67
txn_000175,ord_146571,cust_42270,apple_pay,failed,1152.37,USD,2025-09-11 15:37:00,00,3.9,merch_4961,NP,77
txn_000176,ord_922546,cust_78637,bank_transfer,pending,1584.99,USD,2025-08-23 14:33:57,61,2.03,merch_1294,LI,77
txn_000177,ord_268623,cust_60220,paypal,completed,272.96,USD,2025-09-08 00:05:53,05,4.33,merch_3588,BG,90
txn_000178,ord_637243,cust_87220,debit_card,failed,1996.9,USD,2025-09-14 20:03:30,05,1.52,merch_7569,CD,66
txn_000179,ord_566626,cust_67501,debit_card,failed,753.55,USD,2025-08-18 11:07:47,61,0.72,merch_3623,VN,74
txn_000180,ord_187720,cust_56643,google_pay,pending,789.37,USD,2025-09-03 20:56:59,05,1.41,merch_6275,PS,43
txn_000181,ord_924003,cust_76497,google_pay,pending,901.01,USD,2025-09-04 22:34:04,51,3.5,merch_7229,EC,45
txn_000182,ord_470660,cust_28446,credit_card,failed,443.68,USD,2025-09-09 00:15:01,61,0.54,merch_5128,NG,81
txn_000183,ord_372696,cust_22779,paypal,failed,922.77,USD,2025-08-24 00:26:44,14,0.84,merch_8877,RU,46
txn_000184,ord_358688,cust_16785,apple_pay,failed,960.32,USD,2025-08-29 08:03:47,61,4.99,merch_7522,AM,90
txn_000185,ord_655979,cust_97708,debit_card,completed,1048.39,USD,2025-09-10 09:41:08,05,1.1,merch_7504,HR,53
txn_000186,ord_812449,cust_73457,apple_pay,failed,1708.33,USD,2025-08-18 16:51:27,00,1.97,merch_1544,MR,97
txn_000187,ord_297500,cust_26310,paypal,failed,1211.38,USD,2025-09-10 07:34:49,05,3.67,merch_4299,KZ,21
txn_000188,ord_158519,cust_64750,credit_card,failed,523.12,USD,2025-08-18 06:30:33,14,1.13,merch_5037,BR,64
txn_000189,ord_654561,cust_59830,debit_card,refunded,346.01,USD,2025-09-06 05:10:40,00,4.06,merch_1496,IL,6
txn_000190,ord_474817,cust_44109,debit_card,failed,1133.5,USD,2025-09-01 18:07:23,51,3.65,merch_1820,RW,21
txn_000191,ord_886438,cust_57870,google_pay,failed,411.11,USD,2025-09-13 03:00:50,00,0.43,merch_7603,KI,39
txn_000192,ord_534878,cust_63247,google_pay,failed,1172.03,USD,2025-09-02 17:26:37,51,1.78,merch_7912,GR,79
txn_000193,ord_460228,cust_26726,apple_pay,refunded,1621.63,USD,2025-09-10 07:02:09,00,3.45,merch_1140,NI,15
txn_000194,ord_971084,cust_50359,credit_card,failed,951.29,USD,2025-09-03 22:10:18,05,3.67,merch_8909,ZA,62
txn_000195,ord_314170,cust_26389,paypal,completed,758.02,USD,2025-09-04 14:04:53,51,3.24,merch_7592,JO,56
txn_000196,ord_602331,cust_64818,credit_card,completed,1506.44,USD,2025-08-25 04:58:46,00,3.4,merch_5712,TJ,70
txn_000197,ord_626875,cust_39080,debit_card,completed,1029.79,USD,2025-08-27 13:47:30,01,0.81,merch_5144,GE,11
txn_000198,ord_958717,cust_71410,credit_card,completed,1696.42,USD,2025-09-14 11:43:47,61,0.73,merch_6811,MA,46
txn_000199,ord_194515,cust_77394,apple_pay,pending,1296.94,USD,2025-09-10 05:54:36,14,0.68,merch_1796,EC,90
txn_000200,ord_931128,cust_51052,google_pay,refunded,1052.55,USD,2025-08-23 00:50:55,51,1.94,merch_9755,TN,69
txn_000201,ord_138372,cust_91850,google_pay,refunded,530.66,USD,2025-09-01 11:38:10,05,3.63,merch_3118,PG,1
txn_000202,ord_390698,cust_89741,apple_pay,pending,1785.34,USD,2025-09-04 07:32:52,51,2.82,merch_8969,WS,66
txn_000203,ord_253167,cust_61281,debit_card,pending,371.51,USD,2025-08-20 11:42:48,61,2.8,merch_6445,TW,50
txn_000204,ord_171600,cust_71220,google_pay,failed,741.32,USD,2025-09-09 15:28:03,01,1.77,merch_2431,CZ,67
txn_000205,ord_271792,cust_74453,credit_card,completed,1336.01,USD,2025-09-06 22:50:40,14,1.4,merch_3917,SY,84
txn_000206,ord_944968,cust_34800,credit_card,pending,1600.61,USD,2025-09-04 23:27:09,14,4.52,merch_1153,IE,74
txn_000207,ord_470940,cust_98920,google_pay,refunded,738.72,USD,2025-08-18 19:04:50,05,1.42,merch_4694,KM,25
txn_000208,ord_800953,cust_26146,apple_pay,pending,722.44,USD,2025-09-06 22:29:19,14,2.89,merch_6054,IN,63
txn_000209,ord_289559,cust_25776,credit_card,failed,497.5,USD,2025-08-21 14:58:21,01,0.63,merch_7564,SV,60
txn_000210,ord_597297,cust_59906,google_pay,failed,1858.24,USD,2025-09-06 20:55:38,61,3.26,merch_4603,PL,7
txn_000211,ord_498205,cust_44436,google_pay,completed,1334.75,USD,2025-09-05 17:25:12,14,2.71,merch_2061,BF,87
txn_000212,ord_245484,cust_14367,paypal,pending,1887.7,USD,2025-08-24 20:05:33,61,3.82,merch_3892,ST,8
txn_000213,ord_290867,cust_22117,google_pay,completed,1316.46,USD,2025-09-14 02:04:33,51,0.65,merch_2794,ME,61
txn_000214,ord_915460,cust_35096,debit_card,completed,1094.28,USD,2025-08-18 00:17:44,00,1.27,merch_7294,RU,27
txn_000215,ord_664334,cust_49794,paypal,failed,1402.4,USD,2025-08-17 17:40:51,00,3.05,merch_2008,PL,72
txn_000216,ord_257127,cust_46962,credit_card,refunded,1363.81,USD,2025-08-26 17:26:09,14,0.93,merch_2326,DJ,88
